source,reference,hypothesis
"Mental or psycho-social disability: The inability to behave in accordance with age and situation and delay in intellectual learning due to problems in performing intellectual activities like problems arising in the brain and mental parts and awareness, orientation, alertness, memory, language, and calculation.",श्रवण दृष्टिविहीन अपाङ्गता: सुनाइ सम्बन्धी र दृष्टिसम्बन्धी दुवै अपाङ्गता भएको वा दुईवटा इन्द्रिय सम्बन्धी अपाङ्गताको संयुक्त अन्तरक्रिया रहेको व्यक्ति ।,"मानसिक वा मनोसामाजिक अपाङ्गता : मस्तिष्क र मानसिक क्षेत्रमा उत्पन्न समस्या र सचेतना, अभिमुखीकरण, सचेतना, ब्यवहार, भाषा र गणना जस्ता बौद्धिक क्रियाकलाप सञ्चालनमा समस्याका कारणले उमेर र अवस्था अनुसार व्यवहार गर्न नसक्ने अवस्था र बौद्धिक सिकाइमा विलम्ब ।"
"In case the court orders to issue a passport or not to withhold it under the condition of clause of sub-section , a passport shall be issued in the name of such a person",उपदफा को खण्ड बमोजिमको अवस्थामा अदालतबाट राहदानी जारी गर्न वा राहदानी रोक्का नराख्न आदेश भएमा त्यस्तो व्यक्तिको नाममा राहदानी जारी गरिनेछ,उपदफा को खण्डको अवस्थामा अदालतले राहदानी जारी गर्न वा रोक्का राख्न आदेश दिएमा त्यस्तो व्यक्तिको नाममा राहदानी जारी गर्नु पर्नेछ
Secretariat of Judicial Council: There shall be a separate Secretariat of Judicial Council,न्याय परिषदको सचिवालय: न्याय परिषदको एउटा छुट्टै सचिवालय रहनेछ,न्याय परिषदको सचिवालय: न्याय परिषदको छुट्टै सचिवालय रहनेछ
"At least fifteen percent by the school which has students more than eight hundred""",आठ सयभन्दा बढी विद्यार्थी सङ्ख्या भएका विद्यालयले कम्तीमा पन्ध्र प्रतिशत,आठ सयभन्दा बढी विद्यार्थी भएका विद्यालयले कम्तीमा पन्ध्र प्रतिशत
While concluding a treaty or an agreement on matter that is fallen in the list of powers of the Province.,प्रदेशको अधिकार सूचीमा पर्ने विषयमा सन्धि वा सम्झौता गर्दा।,प्रदेशको अधिकार सूचीमा परेको विषयमा सन्धि वा सम्झौता गर्ने कार्य ।
"Every act, action of the Commission shall be conducted on the basis of the general direction and supervision of the Chairperson",निजको सामान्य निर्देशन र सुपरिवेक्षणमा आयोगको सम्पूर्ण काम कारबाही सञ्चालन हुनेछ,आयोगको प्रत्येक काम कारबाही अध्यक्षको सामान्य निर्देशन र सुपरिवेक्षणको आधारमा गरिनेछ
Right to select employment and to work,रोजगारी छनौट गर्न तथा काम गर्न पाउने अधिकार,रोजगारी छनौट गर्ने र काम गर्ने अधिकार
"Provided that if he or she has already taken any advantage or facility on the basis of such information, application may not be made to correct such information","तर त्यस्तो सूचनाको आधारमा निजले कुनै लाभ, फाइदा वा सुविधा लिइसकेको भए त्यसलाई सच्याउन निवेदन दिन सक्ने छैन",तर त्यस्तो सूचनाको आधारमा निजले पहिले नै कुनै फाइदा वा सुविधा लिएको भएमा त्यस्तो सूचना सुधार गर्न निवेदन दिन सकिने छैन
"One who grants anything, is considered as granting that, without which his grant would be idle, without which the thing itself would not exist.",कसैले कुनै दिएको वस्तु निष्क्रिय भएकोमा वा त्यस्तो वस्तु आफै अस्तित्वमा नरहेको अवस्थामा बाहेक निजले त्यस्तो वस्तु दिएको मानिन्छ ।,"जसले कुनै कुरा प्रदान गर्दछ, निजले त्यस्तो कुरा प्रदान गरेको मानिनेछ, जसको बिना निजको प्रदान निष्क्रिय हुने थियो, जसको बिना वस्तु नै अस्तित्वमा नआएमा ।"
"One who pays late, pays less.","जसले विलम्ब (ढिलो) गरेर तिर्दछ, निजले कम तिर सरह मानिन्छ ।","जसले देरी तिर्दछ, निजले कम्ती तिर्दछ ।"
criminal action or prosecution.,अभियोजनपत्र ।,फौजदारी कारबाही वा अभियोजन ।
"making a provision requiring to purchase other goods too, while purchasing any goods",एउटा वस्तु खरिद गर्दा अर्को वस्तु पनि खरिद गर्नु पर्ने व्यवस्था गर्न,कुनै वस्तु खरिद गर्दा अन्य वस्तु समेत खरिद गर्नु पर्ने व्यवस्था गर्ने
It shall come into force immediately,यो ऐन तुरून्त प्रारम्भ हुनेछ,यो ऐन तुरुन्त प्रारम्भ हुनेछ
"However, nothing in this section shall be deemed to be a bar to the appointment to any political position or to any position which requires making investigations, inquiries or findings on any subject, or submitting advice, opinion or recommendation after carrying out a study or research on any subject","तर कुनै राजनीतिक पदमा वा कुनै विषयको अनुसनधान, जाँचबुझ वा छानविन गर्ने वा कुनै विषयको अध्ययन वा अन्वेषण गरी राय, मन्तव्य वा सिफारिस पेश गर्ने कुनै पदमा नियुक्त भई काम गर्न यस दफामा लेखिएको कुनै कुराले बाधा पुन्याएको मानिने छैन","तथापि, कुनै राजनीतिक पदमा वा कुनै विषयको अनुसन्धान, जाँचबुझ वा खोज गर्नु पर्ने कुनै पदमा नियुक्ति गर्न वा कुनै विषयको अध्ययन वा अनुसन्धान गरी सुझाव, राय वा सिफारिस पेश गर्न यस दफामा लेखिएको कुनै कुराले बाधा पुन्याएको मानिने छैन"
"Power to frame Directives: The Commission may, subject to this Act or Rules framed under this Act, issue directives to conduct or cause to conduct the smooth operation of its work",निर्देशिका बनाउने अधिकार: आयोगले सम्पादन गर्नुपर्ने काम सुचारू रूपले सञ्चालन गर्न वा गराउनको लागि यो ऐन तथा यस ऐन अन्तर्गत बनेको नियमको अधीनमा रही आवश्यक निर्देशिका बनाउन सक्नेछ,निर्देशिका बनाउने अधिकारः आयोगले आफ्नो काम सुचारू रूपले सञ्चालन गर्न वा गराउनको लागि यो ऐन वा यस ऐन अन्तर्गत बनेको नियमको अधीनमा रही निर्देशिका बनाउन सक्नेछ
"Sticks and stones are not included in the term ""arms"".","लाठी तथा ढुंगा ""हतियार"" को पदावलीमा समावेश हु",“हतियार” भन्नाले काठ र ढुङ्गलाई समेत जनाउँछ ।
Argument from analogy.,समानुरुप तर्क,समानीकरणबाट तर्क ।
"Notwithstanding anything contained in sub-section (2), if emergency health service is not available in any health institution, such health institution, after providing treatment available at such an institution, shall refer to another health institution for additional treatment.",उपदफा (२) मा जुनसुकै कुरा लेखिएको भए तापनि कुनै स्वास्थ्य संस्थामा आकस्मिक स्वास्थ्य सेवा उपलब्ध हुन नसकेमा त्यस्तो स्वास्थ्य संस्थाले सो संस्थाबाट उपलब्ध हुने उपचार तत्काल उपलब्ध गराई थप उपचारको लागि अन्य स्वास्थ्य संस्थामा प्रेषण गर्नु पर्नेछ।,उपदफा मा जुनसुकै कुरा लेखिएको भए तापनि कुनै स्वास्थ्य संस्थामा आकस्मिक स्वास्थ्य सेवा उपलब्ध नभएमा त्यस्तो स्वास्थ्य संस्थाले त्यस्तो संस्थामा उपलब्ध हुने उपचार प्रदान गरेपछि थप उपचारको लागि अर्को स्वास्थ्य संस्थामा पठाउनु पर्नेछ ।
"The child welfare authority or Juvenile Court shall, while making arrangement for a child's alternative care, separating a child from his or her parents or guardian, making decision on who has to take care of and maintain a child after divorce between his or her father and mother shall adopt the process as prescribed for the best interests of the child pursuant to this Act","यस ऐन बमोजिम बालकल्याण अधिकारी वा बाल अदालतले बालबालिकाको वैकल्पिक हेरचाह सम्बन्धी व्यवस्था गर्दा, बालबालिकालाई बाबुआमा वा संरक्षकबाट अलग गर्नु पर्दा, बाबु आमाको सम्बन्ध विच्छेद भई छोराछोरीको हेरचाह र पालनपोषण कसले गर्ने भन्ने निर्णय गर्दा तोकिए बमोजिमको उच्चतम हित निर्धारण प्रक्रिया अवलम्बन गर्नु पर्नेछ","बाल कल्याण अधिकारी वा बाल अदालतले बालबालिकाको वैकल्पिक हेरचाहको प्रबन्ध गर्दा, निजको बाबु र आमाबीच छुट्याई बालबालिकाको अभिभावक वा संरक्षकबाट छुट्याई बालबालिकाको हेरचाह गर्ने र पालनपोषण गर्ने निर्णय गर्दा यस ऐन बमोजिम बालबालिकाको सर्वोत्तम हितको लागि तोकिए बमोजिमको प्रक्रिया अवलम्बन गर्नु पर्नेछ"
The child taken under control for investigation shall be provided with counselling by a child psychologist and psycho-social support as required,अनुसन्धानका लागि नियन्त्रणमा लिइएका बालबालिकालाई आवश्यकता अनुसार बालमनोविज्ञको परामर्श तथा मनोसामाजिक सहयोग उपलब्ध गराउनु पर्नेछ,अनुसन्धानका लागि नियन्त्रणमा लिइएको बालबालिकालाई बाल मनोविज्ञबाट परामर्श र आवश्यकता अनुसार मनोसामाजिक सहायता उपलब्ध गराउनु पर्नेछ
To deliver the jail to make jail delivery.,कारावासको आदेश कैद आदेश कार्यान्वयन गर्नु ।,"कारागारको पहुँच गराउने, कारागारको पहुँच गराउने ।"
"Notwithstanding anything contained in Sub-Section , in cases where a special circumstance arises due to emergence of any obstruction or hindrance in the operation of a bank or financial institution or a promoter shareholder is included on the blacklist owing to transactions with another bank or financial institution, shares may be sold or purchased amongst promoters by obtaining approval from the Rastra Bank",उपदफा मा जुनसुकै कुरा लेखिएको भए तापनि कुनै बैङ्क वा वित्तीय संस्थाको सञ्चालनमा कुनै बाधा व्यवधान उत्पन्न भई विशेष परिस्थितिको सिर्जना हुन गएमा वा संस्थापक अन्य बैङ्क वा वित्तीय संस्थाको वित्तीय कारोबारमा कालोसूचीमा समावेश हुन पुगेमा राष्ट्र बैङ्कको स्वीकृति लिई संस्थापकहरुबीच एक आपसमा शेयर खरिद वा बिक्री गर्न सकिनेछ,उपदफा मा जुनसुकै कुरा लेखिएको भए तापनि बैङ्क वा वित्तीय संस्थाको सञ्चालनमा कुनै अवरोध वा बाधा उत्पन्न भएको वा संस्थापक शेयरधनी अर्को बैङ्क वा वित्तीय संस्थासँग गरिएको कारोबारका कारणले कालो सूचीमा परेको अवस्थामा राष्ट्र बैङ्कको स्वीकृति लिई संस्थापकहरूबीच शेयर बिक्री वा खरिद गर्न सकिनेछ
"However, nothing in this clause shall be deemed to be a bar to the appointment to any political position or to any position which requires making investigations, inquiries or findings on any subject, or submitting advice, opinion or recommendation after carrying out a study or research on any subject","तर कुनै राजनीतिक पदमा वा कुनै विषयको अनुसन्धान, जाँचबुझ वा छानबिन गर्ने वा कुनै विषयको अध्ययन वा अन्वेषण गरी राय, मन्तव्य वा सिफारिस पेश गर्ने कुनै पदमा नियुक्त भई काम गर्न यस दफामा लेखिएको कुनै कुराले बाधा पुच्याएको मानिने छैन","तर कुनै राजनीतिक पदमा वा कुनै विषयको अनुसन्धान, जाँचबुझ वा निष्कर्ष निकाल्न वा कुनै विषयको अध्ययन वा अनुसन्धान गरी सुझाव, राय वा सिफारिस पेश गर्न आवश्यक पर्ने कुनै पदमा नियुक्ति गर्न यस खण्डमा लेखिएको कुनै कुराले बाधा पुन्याएको मानिने छैन"
The responsibility to manage free health treatment in the schools of private investment and public educational trust as prescribed shall be vested in the schools concerned,निजी लगानी तथा सार्वजनिक शैक्षिक गुठीका विद्यालयमा तोकिए बमोजिमको निःशुल्क स्वास्थ्य उपचारको व्यवस्था गर्ने दायित्व सम्बन्धित विद्यालयको हुनेछ,निजी लगानी तथा सार्वजनिक शैक्षिक गुठीका विद्यालयमा तोकिए बमोजिम निःशुल्क स्वास्थ्य उपचार व्यवस्थापन गर्ने जिम्मेवारी सम्बन्धित विद्यालयलाई हुनेछ
"Dissolution: If the Board is of the opinion that the Fund has to be dissolved for any reason, the Board shall submit to the Government of Nepal a report setting out the reason for the same, and after such a report is made, the Government of Nepal may dissolve the Fund, upon assuming all liabilities of the Fund.",विघटन: कुनै कारणबाट कोषलाई विघटन गर्नु पर्छ भन्ने समितिलाई लागेमा त्यसको कारण खुलाई समितिले नेपाल सरकारमा प्रतिवेदन पेश गर्नु पर्छ त्यस्तो प्रतिवेदन परेपछि नेपाल सरकारले कोषको सबै दायित्व आफूले बहन गरी कोषलाई विघटन गर्न सक्नेछ ।,विघटन : कुनै कारणबाट कोष विघटन गर्नु पर्ने भनी समितिको राय आएमा समितिले त्यसको कारण खुलाई नेपाल सरकार समक्ष प्रतिवेदन पेश गर्नेछ र त्यस्तो प्रतिवेदन भएपछि कोषको सम्पूर्ण दायित्व व्यहोरा गरी नेपाल सरकारले कोष विघटन गर्न सक्नेछ ।
"Execution of Concurrent Powers: The Federation shall, while implementing or enacting the laws on the matters of concurrent powers, provide as follows: Determination of an offence and punishment, construction of infrastructure of national level or national importance or expanded from more than one Province and determination and regulation of quality standards to be applicable equally in all Provinces shall be in accordance with the federal law.","देहायका विषय प्रदेश कानून बमोजिम हुने:- प्रदेशस्तरका सडक, विद्युत खानेपानी, सिँचाई जस्ता पूर्वाधार संरचनाको निर्माण र सञ्चालन।","साझा अधिकारको कार्यान्वयन : सङ्गले साझा अधिकारको विषयमा कानूनको कार्यान्वयन वा कानून बनाउँदा देहाय बमोजिमको व्यवस्था गर्नु पर्नेछ:- एकभन्दा बढी प्रदेशबाट कसूर र सजायको निर्धारण, राष्ट्रियस्तरको वा राष्ट्रिय महत्वको पूर्वाधारको निर्माण वा विस्तार तथा सबै प्रदेशमा समान रुपमा लागू हुने गुणस्तर मापदण्डको निर्धारण र नियमन सङ्घीय कानून बमोजिम हुनेछ ।"
"""Public service"" means any governmental or non-governmental office, public institution, transport, industrial enterprise or educational institute, company, firm, shop, hotel, resort, lodge, restaurant, cafe, film hall or theatre, and this term also includes any service and facility to be provided by any governmental or non- governmental body for public use or utility","“सार्वजनिक सेवा” भन्नाले सरकारी वा गैर सरकारी कार्यालय, सार्वजनिक संस्था, यातायात, औद्योगिक वा शैक्षिक प्रतिष्ठान, कम्पनी, फर्म, पसल, होटल, रिसोर्ट, लज, रेष्टरेण्ट, क्याफे, सिनेमा हल वा नाचघर सम्झनु पर्छ र सो शब्दले कुनै पनि सरकारी वा गैर सरकारी निकायबाट प्रदान गरिने सार्वजनिक प्रयोग वा उपयोगका कुनै पनि सेवा र सुविधा समेतलाई जनाउनेछ","“सार्वजनिक सेवा” भन्नाले सरकारी वा गैरसरकारी कार्यालय, सार्वजनिक संस्था, यातायात, औद्योगिक प्रतिष्ठान वा शैक्षिक संस्था, कम्पनी, फर्म, पसल, होटल, रिसोर्ट, लज, रेस्तराँ, क्याफे, चलचित्र कक्ष वा театр सम्झनु पर्छ र सो शब्दले सार्वजनिक उपयोग वा उपयोगको लागि कुनै सरकारी वा गैरसरकारी निकायले प्रदान गर्ने कुनै सेवा तथा सुविधालाई समेत जनाउँछ"
"Chapter — 2 Conditions for Provision and Matters of Mutual Legal Assistance Conditions for exchange of mutual legal assistance: Where there exists a bilateral treaty between Nepal and a foreign state on the exchange of mutual legal assistance, mutual legal assistance may be exchanged between Nepal and such a foreign state",परिच्छेद-२ पारस्परिक कानूनी सहायता प्राप्त गर्ने अवस्था र विषय पारस्परिक कानूनी सहायता आदान प्रदान गर्न सकिने अवस्था : नेपाल र विदेशी राज्य बीच पारस्परिक कानूनी सहायता आदान प्रदान गर्ने सम्बन्धमा द्विपक्षीय सन्धि भएको रहेछ भने नेपाल र त्यस्तो विदेशी राज्य बीच पारस्परिक कानूनी सहायता आदान प्रदान गर्न सकिनेछ,परिच्छेद-२ पारस्परिक कानूनी सहायता प्रदान गर्ने शर्त र विषय पारस्परिक कानूनी सहायता आदान प्रदान गर्ने शर्त : पारस्परिक कानूनी सहायता आदान प्रदान गर्ने सम्बन्धमा नेपाल र विदेशी राज्यबीच द्विपक्षीय सन्धि भएकोमा त्यस्तो विदेशी राज्य र नेपालबीच पारस्परिक कानूनी सहायता आदान प्रदान गर्न सकिनेछ
"The child welfare authority may make arrangements for providing necessary services, upon conducting inquiry on the basis of the information received pursuant to sub-section (1)",उपदफा बमोजिम प्राप्त सूचनाको आधारमा बालकल्याण अधिकारीले जाँचबुझ तथा छानबिन गरी आवश्यक सेवाको व्यवस्था गर्न सक्नेछ,उपदफा बमोजिम प्राप्त जानकारीको आधारमा बाल कल्याण अधिकारीले जाँचबुझ गरी आवश्यक सेवा प्रदान गर्ने व्यवस्था मिलाउन सक्नेछ
"The pregnant woman who wants to obtain the safe abortion service shall have to give consent in the prescribed format to the health institution which has obtained a license, or to the health worker who has obtained a license",सुरक्षित गर्भपतनको सेवा प्राप्त गर्न चाहने गर्भवती महिलाले इजाजत प्राप्त स्वास्थ्य संस्था वा इजाजत प्राप्त स्वास्थ्यकर्मीलाई तोकिए बमोजिमको ढाँचामा मञ्जुरीनामा दिनु पर्नेछ,सुरक्षित गर्भपतन सेवा प्राप्त गर्न चाहने गर्भवती महिलाले इजाजतपत्र प्राप्त गरेका स्वास्थ्य संस्था वा स्वास्थ्यकर्मीलाई तोकिए बमोजिमको ढाँचामा सहमति दिनु पर्नेछ
"If any member of a child’s family wishes to stay together with the child who is kept in the observation chamber for assistance, the investigating authority may give permission to stay together specifying the time and conditions as required",निगरानी कक्षमा राखिने बालबालिकाको सहयोगका लागि त्यस्तो बालबालिकाको परिवारका कुनै सदस्य सँगै बस्न चाहेमा अनुसन्धान अधिकारीले आवश्यकता अनुसार समय र शर्त तोकी सँगै बस्न अनुमति दिन सक्नेछ,कुनै बालबालिकाको परिवारको सदस्यले सहयोगको लागि निगरानी कक्षमा रहेका बालबालिकासँग मिलेर बस्न चाहेमा अनुसन्धान अधिकारीले आवश्यकता अनुसार समय र शर्त तोकी एकैसाथ रहने अनुमति दिन सक्नेछ
"Request to be made to foreign state for obtaining mutual legal assistance: If the Central Authority receives a request for mutual legal assistance under Sections 7, 8, 9, 10, 11, 12 or 13, it must request, through the diplomatic channel, the foreign state for the provision of such mutual legal assistance","पारस्परिक कानूनी सहायता प्राप्त गर्न विदेशी राज्यलाई अनुरोध गर्नु पर्ने : दफा ७, ८, ९,१०,११,१२ वा १३ बमोजिम पारस्परिक कानूनी सहायताको लागि लेखी आएमा केन्द्रीय अधिकारीले त्यस्तो कानूनी सहायता प्राप्त गर्न कूटनैतिक माध्यम मार्फत विदेशी राज्य समक्ष अनुरोध गर्नु पर्नेछ","पारस्परिक कानूनी सहायता प्राप्त गर्न विदेशी राज्यलाई अनुरोध गर्नु पर्ने : दफा ७, ८, ९, १०, ११, १२ वा १३ बमोजिम पारस्परिक कानूनी सहायताको लागि केन्द्रीय अधिकारीले अनुरोध गरेमा त्यस्तो पारस्परिक कानूनी सहायता प्रदान गर्न कूटनैतिक माध्यम मार्फत विदेशी राज्यलाई अनुरोध गर्नु पर्नेछ"
"Reward to informant: After eventually settling the case filed upon being investigated as per the information provided by the person who provides information that the offence has been or is going to be committed, such a person shall be rewarded with the ten percent of the claimed amount recovered or one million rupees, whichever is the lesser",सूचना दिनेलाई पुरस्कारः यस ऐन बमोजिमको कसुर गरेको छ वा गर्न लागेको छ भन्ने कुराको सूचना दिने व्यक्तिले दिएको सूचना बमोजिम अनुसन्धान भई दायर भएको मुद्दाको अन्तिम किनारा लागेपछि असूल भएको बिगो रकमको दश प्रतिशत वा दश लाख रूपैयाँमध्ये जुन कम हुन्छ सोही रकम त्यस्तो व्यक्तिलाई पुरस्कार दिइनेछ,सूचना दिने व्यक्तिलाई पुरस्कारः कसूर गरेको वा गराउने व्यक्तिले दिएको जानकारी बमोजिम अनुसन्धान भई दायर भएको मुद्दाको अन्तिम किनारा गरी त्यस्तो व्यक्तिलाई असुल उपर भएको दाबी रकमको दश प्रतिशत वा पिच्छेभन्दा कम हुने दश लाख रुपैयाँ समेत पुरस्कार दिइनेछ
Provision of Fulfillment of Vacancy of District Judge: The Judicial Council shall fulfill the vacant post of the Judge of District Court in accordance with Sub-Article of Article 149 of the Constitution,जिल्ला न्यायाधीशको पदपूर्ति सम्बन्धी व्यवस्था : न्याय परिषदले जिल्ला अदालतमा रिक्त न्यायाधीशको पद संविधानको धारा १४९ को उपधारा बमोजिम पूर्ति गर्नेछ,जिल्ला न्यायाधीशको रिक्त पदपूर्ति गर्ने व्यवस्था : संविधानको धारा १४९ को उपधारा बमोजिमको जिल्ला अदालतको न्यायाधीशको रिक्त पद न्याय परिषदले पूर्ति गर्नेछ
"“Primary Capital” means and includes the funds of a bank or financial institution listed under such headings as the paid-up capital, share premium, non-redeemable preference shares, general reserve fund and accumulated profit and loss, and also such other funds listed under other headings as may be prescribed as primary capital by the Rastra Bank from time to time","प्राथमिक पूँजी” भन्नाले बैङ्क वा वित्तीय संस्थाको चुक्ता पूँजी, शेयर प्रिमियम, फिर्ता नहुने अग्राधिकार शेयर, साधारण जगेडा कोष र सञ्चित नाफा-नोक्सान शीर्षकमा रहेको रकम सम्झनु पर्छ र सो शाब्दले राष्ट्र बैङ्कल समय समयमा प्राथमिक पूँजी भनी तोकिदिएको अन्य शीर्षकमा रहेको कोष वा रकम समेतलाई जनाउँछ","“आधारभूत पूँजी” भन्नाले बैङ्क वा वित्तीय संस्थाको चुक्ता पूँजी, शेयर प्रिमियम, चुक्ता नहुने अग्राधिकार शेयर, सामान्य जगेडा कोष र सञ्चित नाफा-नोक्सान जस्ता शीर्षकमा सूचीकृत कोष सम्झनु पर्छ र सो शाब्दले राष्ट्र बैङ्कले समय समयमा आधारभूत पूँजीको रुपमा तोकेको अन्य शीर्षकमा सूचीकृत कोष समेतलाई जनाउँछ"
By what right.,कुन अधिकार बमोजिम कुनै सम्पत्ति धारण गरेको कारण देखाउने अदालतको आदेश । (अचल सम्पत्तिको स्वामित्वको सन्दर्भमा ।),कुन अधिकारले ।
"To evaluate implementation of Act: Within one year after the entry into force of this Act, and then within one year in every five years, the Ministry shall evaluate the implementation of this Act and present a report to the respective committees of both Houses of the Federal Parliament",ऐन कार्यान्वयन मापन: यो ऐन प्रारम्भ भएको पाँच वर्ष पूरा भएको एक वर्षभित्र र त्यसपछि प्रत्येक पाँच वर्षपछिको एक वर्षभित्र मन्त्रालयले ऐन कार्यान्वयनको मापन गर्नेछ र सोको प्रतिवेदन सङ्घीय संसदको दुवै सदनको सम्बन्धित समितिमा पेश गर्नु पर्नेछ,ऐनको कार्यान्वयनको मूल्याङ्कन गर्नेः यो ऐन प्रारम्भ भएको एक वर्षभित्र र पाँच वर्षमा एक वर्षभित्र मन्त्रालयले यो ऐनको कार्यान्वयनको मूल्याङ्कन गरी सङ्घीय संसदको दुवै सभाका समितिलाई प्रतिवेदन पेश गर्नु पर्नेछ
To the great damage. (a frequent term in divers pleadings),ठूलो क्षति । (कयौं बहसहरुमा प्रयोग हुने शब्द),ठूलो क्षतिको लागि ।
The prescribed body shall coordinate the functions of providing emergency food and nutrition support pursuant to this Section.,यस-“दफा बमोजिम आपतकालीन खाद्य तथा पोषण सहायता उपलब्ध गराउने कार्यको संयोजन तोकिएको निकायले गर्नेछु ।,यस दफा बमोजिम आकस्मिक खाद्य तथा पोषण सहायता उपलब्ध गराउने कार्यको समन्वय तोकिएका निकायले गर्नेछ ।
"One who does not forbid that, which he can forbid, is deemed to assent. (One who does not prevent (prohibit) what he can prevent, is regarded as assenting.)","जसले निषेध गर्न सक्ने नहुँदा पनि काम निषेध गर्दैन, निजले त्यस्तो काम गर्न स्वीकृति दिएको मानिन्छ ।","जसले जुन विषय निषेध गर्न सक्दछ, त्यस्तो विषय निषेध गर्न सक्दैन, निजले त्यस्तो विषयको सहमति जनाउँछ ।"
The educational institutes as prescribed by the Government of Nepal shall provide free higher education to the persons with disabilities.,अपाङ्गता भएका व्यक्तिलाई नेपाल सरकारले तोकिदिए बमोजिमका शैक्षिक संस्थाद्वारा निःशुल्क रूपमा उच्च शिक्षा उपलब्ध गराउनेछ ।,नेपाल सरकारले तोकेको शिक्षण संस्थाले अपाङ्गता भएका व्यक्तिलाई निःशुल्क उच्च शिक्षा प्रदान गर्नु पर्नेछ ।
The period and zone of public health emergency including other aspects may be added or reduced or removed on the basis of available data and information.,जनस्वास्थ्य विपद्को समयावधि र क्षेत्र लगायत अन्य पक्षहरूमा उपलब्ध तथ्याङ्क तथा सूचनाका आधारमा थपघट वा हटाउन सकिनेछ।,"सार्वजनिक स्वास्थ्य आपतकालीन अवस्थाको अवधि र क्षेत्रलाई उपलब्ध तथ्याङ्क र सूचनाको आधारमा थप्न, घटाउन वा हटाउन सकिनेछ ।"
"The concerned Rural Municipality or Municipality shall submit the report issued by the Auditor General pursuant to sub-section to, and have it discussed at, the Village Assembly or Municipal Assembly in accordance with the prevailing law of the Local Level","बेरूजुमा कारबाही गर्नेः नेपाल सरकार, प्रदेश सरकार वा स्थानीय तहको आय-व्यय तथा अन्य रकम कलमको लेखापरीक्षण गर्दा देखिएका त्रुटि तथा बेरूजुमा सम्बन्धित निकायले कानून बमोजिम कारबाही गर्नुपर्नेछ",उपदफा बमोजिम महालेखापरीक्षकले जारी गरेको प्रतिवेदन सम्बन्धित गाउँ नगरपालिका वा नगरपालिकाले स्थानीय तहको प्रचलित कानून बमोजिम गाउँ सभा वा नगरपालिका सभामा पेश गरी छलफल गराउनु पर्नेछ
"The detailed bases and framework determined by the Commission pursuant to sub-section (1), shall be acceptable for five years and the Commission shall review it every five years and make a recommendation to the Government of Nepal",उपदफा बमोजिम आयोगले निर्धारण गरेको विस्तृत आधार र ढाँचा पाँच वर्षको लागि मान्य हुनेछ र आयोगले प्रत्येक पाँच वर्षमा पुनरावलोकन गरी नेपाल सरकारमा सिफारिस गर्नेछ,उपदफा बमोजिम आयोगले निर्धारण गरेको विस्तृत आधार र ढाँचा पाँच वर्षसम्म स्वीकार्य हुनेछ र प्रत्येक पाँच वर्ष आयोगले पुनरावलोकन गरी नेपाल सरकारलाई सिफारिस गर्नेछ
"The policy, directive and procedures framed by the Province and Local Level shall be made public by publishing it.","प्रदेश तथा स्थानीय तहले बनाएको नीति, निर्देशिका र कार्यविधि सार्वजनिक रुपमा प्रकाशन गर्नु पर्नेछ।","प्रदेश र स्थानीय तहले बनाएको नीति, निर्देशन र कार्यविधि सार्वजनिक गरी प्रकाशन गर्नु पर्नेछ।"
The acquisition of the right in property by continued possession. (This is the effect of the positive prescription.),निरन्तर भोगचलनबाट सम्पत्तिको स्वामित्व कायम हुने ।,सम्पत्तिको हक निरन्तर रुपमा प्राप्त गर्ने कार्य ।
From the authority of precedent.,प्रिसेडेन्सको आदेशबाट ।,प्रचलित कानून बमोजिम ।
"doing any of the following acts through oral, written or visual means in the case of goods or services: selling sub-standard goods by showing standard","वस्तु वा सेवाको हकमा मौखिक, लिखित वा दृश्यबाट देहायका कुनै काम गर्नेः- कमसल वस्तुलाई विशिष्ठ वा गुणस्तर भएको स्तरमान","वस्तु वा सेवाको हकमा मौखिक, लिखित वा दृश्यात्मक माध्यमबाट देहाय बमोजिमको कुनै काम गर्नेः- मापदण्ड नदेखाई अमानवीय वस्तु बिक्री गर्ने"
