source,reference,hypothesis
पर्यटकीय स्तरको होटलको व्यवस्थापकले उप नियम बमोजिम व्यवस्था गरी धुम्रपान तथा सूर्ति सेवनका लागि छुट्टै केठाको व्यवस्थ गर्न नसकेमा मानिसको आवत जावत कम हुने र धुम्रपान तथा सूर्ति सेवन नगर्ने व्यक्तिलाई प्रतिकूल असर नपर्ने गरी होटल बाहिरको कुनै एक ठाउँ धुम्रपान तथा सूर्ति सेवन गर्ने प्रयोजनका लागि तोक्न सक्नेछ,"""Public place"" means the places as prescribed in Section 3","If the manager of a tourist level hotel is unable to make arrangement for the consumption of tobacco and cigar in a separate room pursuant to sub-section (1), he or she may prescribe any place outside the hotel for the purpose of consumption of tobacco and cigar without causing any adverse effect to the person who does not smoke and consume cigar, so as to reduce the number of people’s appetite and cause adverse effect to the person who does not smoke and consume cigar"
"उपदफा को प्रयोजनको लागि आवश्यकता अनुसार सम्बन्धित उच्च अदालतका मुख्य न्यायाधीश, सम्बन्धित न्यायाधीश बहाल रहेको अदालतको अन्य न्यायाधीश, कर्मचारी, त्यस्तो अदालतमा कानून व्यवसाय गर्ने कानून व्यवसायी वा सेवाग्राहीसँग सम्बन्धित न्यायाधीशका सम्बन्धमा रहेको धारणा बुझ्न सक्नेछ","For the purpose of Sub-Section, the Committee may get opinion with regard to the concerned Judge from Chief Judge of concerned High Court, other Judges and employees of the Court where the concerned Judge is working, legal practitioner practicing in concerned court or service seeker of the Court","For the purpose of sub-section (1), the Chief Judge of the concerned High Court, other Judge of the court where the concerned Judge is residing, employee, legal practitioner or customer working in such a Court may, as per necessity, take into consideration the opinion of the concerned Judge regarding the concerned Judge"
स्थानीय प्रशासनलाई जानकारी गराउने : कसैले दुर्घटना वा अन्य कुनै कारणले कुनै व्यक्तिलाई उपचारको लागि कुनै स्वास्थ्य संस्थामा लगेमा त्यस्तो स्वास्थ्य संस्थाले त्यस्तो व्यक्तिलाई तत्काल आफुसँग उपलब्ध भएसम्मको उपचारको सेवा प्रदान गर्नु पर्नेछ र त्यस्तो व्यक्तिको पहिचान हुन नसकेमा सोको जानकारी तत्काल सम्बन्धित स्थानीय प्रशासनलाई दिनु पर्नेछ।,"To provide information to local administration: In case anybody takes a person to any health institution for the treatment due to accident or any other reason, such a health institution shall provide such a person with treatment service as immediately available with it, and if such person is not identified, it shall provide such information to the concerned local administration.","To provide information to Local Authority: If any person is taken to any health institution for treatment by accident or any other reason, such a health institution shall immediately provide such a person with treatment service up to and including that available to it, and if such a person cannot be identified, information thereof shall immediately be given to the concerned Local Authority."
"प्याकेट तथा -्यापर्समा उल्लेख गर्नु पर्ने क्राः उत्पादकले सूर्तिजन्य पदार्थको प्याकेट तथा न्यापर्समा ऐनको दफा ७ को उपदफा को खण्ड र मा उल्लेखित कुराहरुको अतिरिक्त सूर्तिजन्य पदार्थमा समावेश गरिएका नाईट्रोसोमाईन, बेन्जोपाईरिन, टार, कार्वनमोनोअक्साईड लगायतका रासायनिक तत्वहरु र सोको मात्रा समेत उल्लेख गर्नु पर्नेछ","""Prescribed"" or “as prescribed"" means prescribed or as prescribed in the Rules framed under this Act","In addition to the matters referred to in clauses and of sub-section of Section 7 of the Act, the producer shall specify the chemical elements including nitrosomine, benzopyrin, tar, carbon monoxide contained in the pollutants and the quantity thereof"
अनौपचारिक तथा खुला शिक्षा प्रदान गर्नेः विद्यालयमा भर्ना भई नियमित रूपमा अध्ययन गर्न नसक्ने बालबालिकालाई माध्यमिक तहको शिक्षा अनौपचारिक वा खुला विद्यालयबाट प्रदान गर्न सकिनेछ,To provide non-formal and open education: The children who cannot regularly study upon getting admission to a school may be provided with education of the secondary level from any non-formal or open school,To provide non-formal and open education: The education of the secondary level may be provided by an non-formal or open school to the children who are not able to study regularly upon getting admission to the school
तर बाल न्याय सम्पादन गर्ने कार्यविधि सम्बन्धी नियम सर्वोच्च अदालतले बनाउनेछ,Provided that the Supreme Court may frame the rules relating to procedures on the dispensation of juvenile justice,Provided that the Supreme Court shall make rules relating to the procedures for the performance of juvenile justice
दलित समुदायको हक हितको संरक्षण र सम्वर्धन तथा सो समुदायको सशक्तीकरणका सम्बन्धमा नेपाल सरकारलाई सिफारिस गर्ने।,to make recommendations to the Government of Nepal for the protection and promotion of the rights and interests of the Dalit Community and the empowerment of such community.,To make recommendations to the Government of Nepal regarding the protection and promotion of the rights and interests of the Dalit Community and the empowerment of that community.
उपदफा बमोजिम स्थानान्तरण हुने बालबालिकालाई त्यस्तो विद्यालयमा पुनः भर्ना गराउनु पर्ने छैन,The children transferred pursuant to sub-section shall not be readmitted to such a school,The children transferred pursuant to sub-section shall not be re-admitted to such a school
कसैले पनि अरुको हानी गरेर लाभ लिनु हुँदैन ।,It is just that no one should be enriched at the expense of another.,No one shall profit by causing harm to another.
परिच्छेद-३ उजुरी कारबाही सम्बन्धी कार्यविधि उजुरी दिन सक्ने : कुनै व्यक्ति वा संस्थाले गरेको जातीय भेदभाव तथा छुवाछूत वा सामाजिक कुरीतिबाट पीडित भएको वा दलितको हक प्रयोगबाट वञ्चित गरेको विषयमा पीडित व्यक्ति वा निजको तर्फबाट जोसुकैले आयोग समक्ष लिखित वा मौखिक उजुरी दिन सक्नेछ ।,Chapter-3 Procedure related to complaint action Complaint may be filed: A written or oral complaint may be filed to the Commission by the victim or anyone on behalf of the victim in case of caste based discrimination and untouchability committed by any person or organization or victimization through social malpractices or restriction in use of Dalit rights.,"Chapter-3 Procedures Relating to Actions for Complaints Complaints may be made: A written or oral complaint may be made to the Commission by the victim, or anyone else on his or her behalf, against the Commission for the matter that any person or institution has been a victim of ethnic discrimination and untouchability or social malpractice or has been deprived of the rights of the Dalit."
"मानव स्वास्थ्यलाई हानि हुने गरी सडेको, गलेको, फोहोरमैला, बिषादी मिश्रण गरी तयार गरिएको वा स्वास्थ्यलाई हानि हुने कुनै रसायन, रङ वा सुगन्ध प्रयोग गरिएको","Goods which are stale, rotten or stored or prepared in dirty or toxic conditions or in which any chemical, colour or flavour has been used, so that they become harmful to human health","Prepared by mixture of soaked, boiled, garbage, tobacco to harm human health or any chemical, color or fragrance used to harm human health"
"मानसिक वा मनोसामाजिक अपाङ्गता : मस्तिष्क र मानसिक अङ्गमा आएको समस्या तथा सचेतना, अभिमुखीकरण, स्फूर्ति, स्मरणशक्ति, भाषा, गणनाजस्ता बौद्धिक कार्य सम्पादनका सन्दर्भमा आउने समस्याको कारणले उमेर र परिस्थिति अनुसार व्यवहार गर्न समस्या हुने अवस्थाको व्यक्ति ।",Disability associated with haemophilia: A person who has such physical condition that there arises problem in the clotting of blood due to deflection in factors in blood because of genetic effect.,"Mental or psychosocial disability: A person who is in such a condition that he or she is in such a condition as to behave according to age and circumstance due to the problem arising in his or her mind and mental organs and the problem arising in the context of intellectual performance such as consciousness, orientation, memory, language, calculation."
आयोगको काम कारबाहीमा बाधा नपर्ने: अध्यक्ष वा कुनै सदस्यको स्थान रिक्त रहेको कारणले मात्र आयोगको काम कारबाहीमा बाधा पर्ने छैन,"Work, performance of the Commission not to be interrupted: The vacancy of post of the Chairperson or any member shall not interrupt the works of the Commission","Work, performance of the Commission not to be interrupted: The vacancy of post of the Chairperson or any Member shall not interrupt the work, performance of the Commission"
महालेखापरीक्षकले निर्देशन दिन सक्नेः महालेखापरीक्षकले संविधान र यस ऐनको अधीनमा रही लेखा सम्बन्धी व्यवस्था मिलाउन वा नियमितता ल्याउनको लागि सम्बन्धित निकायलाई समय समयमा निर्देशन दिन सक्नेछ,"To take action on irregularities: The concerned body shall take action, in accordance with the law, on the errors and irregularities found in the performance of audit of income- expenditure and other amounts, moneys of the Government of Nepal, Provincial Government or Local Level, as the case may be","Power of the Auditor General to give direction: The Auditor General may, from time to time, give direction to the concerned body to make arrangements relating to accounts or to bring about regularity, in accordance with the Constitution and this Act"
"उपदफा बमोजिमको मापदण्ड पालना गर्नु प्रदेश, स्थानीय तह तथा सम्बन्धित सबैको कर्तव्य हुनेछ ।","It shall be the duty of the Province, Local Level and all the concerned to comply with the standards referred to in sub-section","It shall be the duty of the Province, Local Level and all concerned to abide by the standards referred to in sub-section (1)."
अन्याय गर्नु भन्दा अन्याय सहनु राम्रो हुन्छ ।,It is better to suffer an injustice than to do injustice,It is better to bear injustice than to do injustice.
नेपाल सरकारको राजपत्रांकित प्रथम श्रेणी वा संगठित संस्थाको दशौं तह वा सो सरहको तह भन्दा तल्लो तहका पदमा कार्यरत कर्मचारी।,Employee serving in a post below the Gazetted First Class of the Government of Nepal or the Tenth level of a body corporate or a level equivalent thereto.,An employee of the Government of Nepal serving in a first class gazetted office or a tenth class corporate body or a post below the tenth class corporate body.
"सक्कार नगरेको, सक्कार नगरेकन मृत्यु भएको कारणले ।","Whom failing, failing in the sense of having succeeded in died and differing in that respect.","For the reason of not confessing, not confessing."
"उपदफा र बमोजिम श्रमिक माग गर्दा तोकिए बमोजिमको ढाँचामा श्रमिकको सङ्ख्या, श्रमिकको योग्यता, क्षमता, सीप र कामको प्रकृति खुलाई रोजगार सेवा केन्द्रमा लेखी पठाउनु पर्नेछु।","While making a demand for laborers pursuant to sub-sections and (2), the employer shall write to the Employment Service Center, setting out the number of laborers, their qualification, capacity, skills and the nature of work, in such a format as prescribed.","While making a demand for laborers pursuant to sub-sections and , the number of the laborers, their qualification, capacity, skill and nature of the work shall be specified and written to the Employment Service Center."
खण्ड बमोजिम पेश भएको लिखित सफाइ चित्त बुझ्दो नदेखिएमा त्यस्तो बैङ्क वा वित्तीय संस्था वा व्यक्तिलाई राष्ट्र बैङ्कलोे दफा ९९ बमोजिमको कारबाही वा दफा १०० बमोजिमको जरिबाना गर्नेछ,"If the written clarification submitted pursuant to Clause is not found to be satisfactory, the Rastra Bank may take action as referred to in Section 99 or impose a fine pursuant to as set forth in Section 100","If the written clarification submitted pursuant to Clause is not found to be satisfactory, the Rastra Bank shall take the actions as referred to in Section 99 or impose a fine as referred to in Section 100 on such a bank or financial institution or person"
नेपाल सरकारले अपाङ्गता भएका विद्यार्थीलाई अध्यापन गराउने शिक्षक तथा अपाङ्गता भएका शिक्षकका लागि विशेष तालिमको व्यवस्था गर्नेछ ।,The Government of Nepal shall make provisions for special trainings for the teachers with disabilities and teachers who teach the students with disabilities.,The Government of Nepal shall make provisions for the teachers who provide teaching to the students with disabilities and for the teachers with disabilities for special training.
उपदफा बमोजिम इजाजतपत्र प्राप्त संस्थाले इजाजतपत्रको अधीनमा रही रक्त सञ्चार सेवा प्रदान गर्नको लागि विभिन्न स्थानमा एकाइहरू खडा गरी रक्त सञ्चार सेवा तथा सोसँग सम्बन्धित अन्य सेवा प्रदान गर्नु पर्नेछ।,"By setting up units at different places for providing blood transmission service, the institution obtaining the license pursuant to sub-section shall provide blood transmission service and other related services subject to the license.","An institution obtaining a license pursuant to sub-section shall, subject to the license, provide blood transmission service and other related service by establishing units at various places."
"त्यसरी विशेष संरक्षण गर्न आवश्यक नदेखिएमा र निजको बाबु, आमा, परिवारको अन्य सदस्य वा संरक्षक फेला परेमा बालकल्याण अधिकारीले त्यस्तो बालबालिकालाई निजको जिम्मा लगाउनु पर्नेछ","If it is deemed that special protection is not necessary and the child’s father, mother, other family member or guardian has been traced, the child welfare authority may hand over the custody of such children to them","If special protection is not so necessary and his or her father, mother, other family member or guardian is found, the child welfare authority shall have to hand over the child to him or her"
"सञ्चालकको नियुक्ति यस ऐन तथा नियमावलीको अधीनमा रही बैङ्क वा वित्तीय संस्थाको साधारण सभाले गर्नेछ तर,- बैङ्क वा वित्तीय संस्थाको प्रथम वार्षिक साधारण सभा नभएसम्मको अवधिको लागि सञ्चालकको नियुक्ति संस्थापकद्वारा गरिनेछ","Subject to this Act and the Articles of Association, the General Meeting of a bank or financial institution shall appoint the Directors: Provided that,- Until the First Annual General Meeting of the bank or financial institution is held, promoters shall appoint the Directors","The General Meeting of a bank or financial institution shall appoint a Directors Subject to this Act and Articles of Association Provided that, the promoter shall appoint a Director for the period until the first Annual General Meeting of the bank or financial institution is held"
यस दफा अन्तर्गत हुने जाँचबुझ समितिको काम कारवाही गोप्य हुनेछ,Act and proceedings of the Inquiry Committee to be conducted in accordance with this Section shall be confidential,"The functions and activities of the Enquiry Committee, to be held under this Section, shall be confidential"
"बालबालिका सम्बन्धी ऐन, २०४८. बमोजिम भए गरेका काम कारबाही यसै ऐन बमोजिम भए गरेको मानिनेछ","The Act Relating to Children, 2048 (1992) is hereby repealed","The acts and actions performed pursuant to the Children’s Act, 2048 shall be deemed to have been performed pursuant to this Act"
कूल सञ्चालक संख्याको कम्तीमा एकाउन्न प्रतिशत सञ्चालक उपस्थित नभई सञ्चालक समितिको बैठक बस्ने छैन,No meeting of the Board of Directors shall be held unless it is attended by at least fifty-one percent of the total number of Directors,A meeting of the Board of Directors shall not be held without the presence of at least one tenth percent of the total number of Directors
कुनै न्यायिक कारबाहीसँग सम्बन्धित कुनै व्यक्ति रहेको विदेशी राज्यको स्थान पत्ता लगाउनु पर्ने वा व्यक्ति सनाखत गर्नु पर्ने भएमा अदालतले सो प्रयोजनको लागि आदेश गर्न सक्नेछ,"If it is necessary to locate or identify any person, who is related to any judicial proceedings and is in the territory of a foreign state, the Court may make an order for that purpose","If it is necessary to locate the foreign state where any person related to any judicial proceedings is staying or identify the person, the Court may make an order for that purpose"
"प्रस्तावना: न्यायिक कारबाहीका विषयमा नेपाल र विदेशी राज्यबीच पारस्परिक कानूनी सहायता आदान प्रदान गर्ने सम्बन्धमा कानूनी व्यवस्था गर्न वाञ्छनीय भएकोले, नेपालको अन्तरिम संविधान, २०६३ को धारा ८३ बंमोजिम व्यवस्थापिका-संसद्को हैसियतमा संविधान सभाले यो ऐन बनाएको छ","Preamble: Whereas, it is expedient to make provision on the execution of mutual legal assistance between Nepal and foreign states in matters of judicial proceedings; Now, therefore, the Constituent Assembly has, in capacity of the Legislature Parliament under Article 83 of the Interim Constitution of Nepal, 2063 made this Act","Preamble: Whereas, it is expedient to make legal arrangement with regard to mutual legal assistance between Nepal and a foreign state on the matters of judicial proceedings, Now, therefore, be it enacted by the Constituent Assembly in the capacity of the Federal Constitution of Nepal, Article 83 of 2063"
उपदफा बमोजिम मन्त्रालयले स्वीकृति दिनुअघि आर्थिक दायित्व पर्ने विषयमा अर्थ मन्त्रालयको सहमति लिनु पर्नेछ,"Prior to granting the approval of the Ministry pursuant to sub- section (2), the consent of the Ministry of Finance in matters of financial liability shall be required to obtain",The approval of the Ministry of Finance shall be obtained before granting approval by the Ministry pursuant to sub-section on matters of financial liability
पुन: प्राप्त गर्ने मनसायले ।,The intention of recovering.,The intention of restoring.
सज्जन व्यक्तिले गरेको निर्णय ।,The award of decision of a good man.,An award made by a nobleman.
उपदफा बमोजिम मनोनीत कनै सदस्यले आफ्नो पदीय जिम्मेवारी पूरा नगरेमा मन्त्रालयले त्यस्ता सदस्यलाई जुनसुकै बखत सदस्यको पदबाट हटाउन सक्नेछ ।,"If any Member nominated pursuant to sub-section fails to perform the duties of his or her office, the Ministry may, at any time, remove such a Member from office.","If any member nominated pursuant to sub-section does not fulfil his or her responsibilities in the post, the Ministry may remove such a member from the post of member at any time."
"सफाईको मौका दिने: दफा १७, १८ वा १९ बमोजिम प्राप्त प्रतिवेदन अध्ययन गर्दा आरोपित उच्च अदालत वा जिल्ला अदालतको न्यायाधीशलाई संविधान, यस ऐन वा अन्य प्रचलित कानून बमोजिम कारवाही गर्नु पर्ने देखिएमा न्याय परिषदले कारण र आधार खुलाई मनासिव अवधि तोकी सफाई पेश गर्ने मौका दिनु पर्नेछ","To Provide Opportunity to Defend: In case it is observed from the report of inquiry received in accordance with Section 17, 18 and 19 that the Judge of High Court or District Court, who has been charged is to be punished under the Constitution, this Act or other prevailing laws, the Judicial Council shall, within a reasonable time, give the notice of the same enclosing the causes and reasons to present his\her clarification","To provide opportunity for clarification: If, upon studying the report received pursuant to Section 17, 18 or 19, it appears that the Judge of High Court or District Court is required to take action pursuant to the Constitution, this Act or other prevailing laws, the Judicial Council shall give an opportunity to submit clarification by specifying the reasonable period by stating the reasons and grounds"
परिच्छेद-४ आयोगको कार्य सञ्चालन १६ आयोगको कार्यालय: आयोगको कार्य सञ्चालनको लागि काठमाडौं उपत्यकामा आयोगको एक केन्द्रीय कार्यालय रहनेछ ।,Chapter- 4 Operation of the Commission Office of the Commission: A central office of the Commission shall be established in the Kathmandu Valley for the operation of work of the Commission.,Chapter-4 Operation of the Commission 16 Office of the Commission: A central office of the Commission shall be established in the Kathmandu Valley for the operation of work of the Commission.
आयोगको बैठकः संविधान वा यस ऐन बमोजिम आयोगले गर्नुपर्ने काम आयोगको बैठकको निर्णय बमोजिम हुनेछ,Meeting of the Commission: The meeting of the Commission shall decide the activities of the Commission to be performed in accordance with the Constitution and this Act,Meeting of the Commission: The meeting of the Commission shall decide the functions to be performed by the Commission in accordance with the Constitution or this Act
उपदफा बमोजिम दिइने क्षतिपूर्ति सम्बन्धी अन्य व्यवस्था तोकिए बमोजिम हुनेछ ।,Other provisions for the compensation to be provided pursuant to sub- section shall be as prescribed.,Other provisions relating to the compensation to be provided pursuant to sub-section shall be as prescribed.
कानूनको व्याख्यात्मक कार्य कानूनको मुल अंश हो ।,Application is the life of a rule.,An explanatory act of law is the essential part of law.
उजुरीको छानबिन सम्बन्धी अन्य व्यवस्था तोकिए बमोजिम हुनेछ ।,"Other provisions regarding the investigation of the complaints, shall be as prescribed.",Other provisions relating to the investigation of the complaint shall be as prescribed.
कसैको घरबनाउँदा परेकोबाट सामाग्रीको बक्यौता उठाउन गरिने दावी । व्याख्याः निर्माणकर्ताले भवन निर्माण गरी बक्यौता नतिरेको अवस्थामा घरधनीले निर्माण सामाग्रीको रकम लिन दायर गर्ने दावी ।,An action by the owner of material incorporated without payment into the defendant’s building.,An action by which the owner of a house is liable for the damages incurred.
उपदफा बमोजिम नियुक्त वा तोकेको निरीक्षण अधिकृतको योग्यता तोकिए बमोजिम हुनेछ,The qualification of the Inspection Officer appointed or designated pursuant to sub-section shall be as prescribed,The qualifications of the Inspection Officer appointed or designated pursuant to sub-section shall be as prescribed
सूल्याङ्कन गर्न सक्नेः परिषद्ले दफा २२ बमोजिम मान्यता प्रदान गरिएको शैक्षिक योग्यताको प्रमाणपत्र वा अन्य उपाधि प्रदान गर्ने शिक्षण संस्थाले त्यस्तो प्रमाणपत्र वा अन्य उपाधिको लागि निर्धारण गरेको पाठ्यक्रम तथा भर्नाको लागि निर्धारण गरेका शर्तहरुको मूल्याङ्कन गर्न सक्नेछ,Assessment to be made: The Council may make assessment of the curricula and requirements determined for the admission of such educational institutions which is recognized pursuant to section 22,To make evaluation: The Council may make an evaluation of the curricula and conditions of admission of the educational qualification certificates or other degrees awarded by the educational institutions accredited by the Council pursuant to Section 22
यो ऐन वा यस ऐन बमोजिम बनेको नियमावलीको अधीनमा रही सर्वोच्च अदालतले बाल न्याय कार्यविधि वा निर्देशिका बनाउन सक्नेछ,The Supreme Court may frame juvenile justice procedures or guidelines subject to this Act or the Rules framed under this Act,"The Supreme Court may, subject to this Act or the Rules framed under this Act, formulate child justice procedures or directives"
कसैले पनि बालबालिका विरुद्धको कसूरबाट पीडित बालबालिकाको पहिचान खुल्ने गरी कुनै पनि सञ्चार माध्यममा सूचना वा समाचार सम्प्रेषण गर्नु हुँदैन,No person shall broadcast information or news through any communication media by disclosing the identity of a child victim of an offence against children,No one shall transmit information or news through any means of communication by revealing the identity of the child victim from the offence against children
अपाङ्गता भएका व्यक्तिलाई सेवा उपलब्ध गराउने मनोरञ्जन केन्द्र तथा संघसंस्थालाई सहयोग गर्ने।,To support the entertainment centres and organisations that provide services to the persons with disabilities.,To support the entertainment centers and organizations and institutions that provide services to the persons with disabilities.
मौन स्वीकृति जनाउँदाको विषय छलवल नपार्ने । (समधान भइसकेको विषय नखल्बलाउने ।),"Not to disturb that, which is quiescent. (Don't move settled things.)",That which is accompanied by silence is not deceived.
आयोगको वार्षिक योजना र कार्यक्रम स्वीकृत गर्ने,to approve the annual plans and program of the Commission,to approve the annual plans and programs of the Commission
हरेक कुरामा तर्क (औचित्य) खोज्नेहरूले तर्क (औचित्य) लाई लयालिंग बनाउँछन् । (तहसनहस),They who seek a reason for everything subvert reason.,Those who seek reason in every thing make reason lying.
साधारण जगेडा कोष : बैङ्क वा वित्तीय संस्थाले एक साधारण जगेडा कोष कायम राख्नु पर्नेछ,General Reserve Fund: A bank or financial institution shall maintain a general reserve fund,General reserve fund: A bank or financial institution shall have to maintain one general reserve fund
आयोगको बैठक : संविधान वा यस ऐन बमोजिम गर्नु पर्ने काम आयोगको बैठकको निर्णय बमोजिम हुनेछ,Meeting of the Commission: The meeting of the Commission shall decide the activities to be performed in accordance with the Constitution and this Act,Meeting of the Commission: The meeting of the Commission shall decide the functions to be performed in accordance with the Constitution or this Act
"देहायका शर्त र अवस्था पूरा गरिसकेका विदेशी नागरिकमध्ये विज्ञान, दर्शनशास्त्र, कला, साहित्य, विश्वशान्ति, मानव कल्याण वा नेपालको औद्योगिक, आर्थिक वा सामाजिक उन्नतिमा विशेष योगदान पुच्याएको वा पुस्याउन सक्ने भनी मनासिब आधारमा नेपाल सरकारले ठहस्याएको व्यक्तिलाई तोकिए बमोजिम अङ्गीकृत नेपाली नागरिकता प्रदान गर्न सकिनेछ :- नेपाली वा नेपालमा प्रचलित अन्य कुनै भाषा बोल्न र लेख्न जानेको","The Government of Nepal may grant naturalized citizenship as prescribed to those foreign citizens, who have contributed specially for the upliftment of science, philosophy, art, literature, world peace, human welfare or Nepalese industry, finance or social development and have fulfilled the following conditions or status: who is able to read and write Nepali or any other language in practice in Nepal","One of the foreign citizens who has fulfilled the following conditions and conditions may be granted naturalized Nepali citizenship as prescribed to the person who has been designated by the Government of Nepal on reasonable grounds that he or she has made special contribution to science, philosophy, art, literature, world peace, human welfare or industrial, economic or social development of Nepal:- One who is going to speak and write in Nepali or any other language prevailing in Nepal"
उपदफा बमोजिमको अभिलेखमा खाद्य असुरक्षाको जोखिममा नरहेका घर परिवारको विवरण समेत समावेश भएको पाइएमा वा अभिलेखमा परेको घर परिवार कुनै कारणबाट लक्षित घर परिवारमा नपर्ने भएमा जुनसुकै अवस्थामा स्थानीय तहले त्यस्तो परिवारको विवरण अभिलेखबाट हटाउन सक्नेछ ।,"If the details of the households which are not prone to food insecurity are found to have been included in the records referred to in sub-section (1), or if the households included in the records do not fall under the targeted households for any reason whatsoever, the Local Level may remove the details of such family from the records in any circumstance.","If the records referred to in sub-section are found to include the details of the households not under risk of food insecurity, or if the households mentioned in the records do not appear in the targeted households due to any reason, the Local Level may remove the details of such households from the records in any condition."
बाल अदालतले मुद्दाको सुनुवाइ गर्दा बालबालिकालाई सहभागी बनाउनु पर्नेछ र निजलाई आफ्नो भनाई स्वतन्त्र रूपमा व्यक्त गर्ने अवसर प्रदान गर्नु पर्नेछ,The Juvenile Court shall make the child participate while trying the case and shall provide an opportunity to freely put his or her views,The Juvenile Court shall have to involve the child in the hearing of the case and provide him or her with an opportunity to freely express his or her opinion
व्यक्तिको सम्पत्ति सम्बन्धी विवरण राख्ने वा त्यसको जानकारी हुन सक्ने सार्वजनिक निकाय वा सङ्गठित संस्था वा त्यस्तो संस्थामा काम गर्ने कुनै कर्मचारीले कुनै पनि व्यक्तिको सम्पत्तिको विवरण सम्बन्धित व्यक्तिको मञ्जुरीविना कुनै पनि तरिकाले अरु कसैलाई जानकारी दिन वा सार्वजनिक गर्न वा गराउन हुँदैन,"The public body or body corporate or any employee working in such a body that keeps the details relating to the property of a person or that can have information thereof shall not inform anyone else, or publish or cause the details of property of any person published in any way, without the consent of the concerned person","No public body or corporate body or any employee working in such a body shall, without obtaining the consent of the concerned person, in any manner, give information to anyone else or publish or cause to be published the details of the property of any person related to the property of that person"
"अधिकार प्रत्यायौजन : आयोगले संविधान तथा यस ऐन बमोजिम आफूलाई प्राप्त अधिकारमध्ये आवश्यकता अनुसार कुनै अधिकार तोकिएको शर्तको अधीनमा रही प्रयोग र पालन गर्ने गरी अध्यक्ष, सदस्य, नेपाल सरकार, प्रदेश सरकार, कुनै निकाय वा स्थानीय सरकारको कुनै अधिकृत कर्मचारीलाई प्रत्यायोजन गर्न सक्नेछ","Delegation of Power: The Commission may delegate some authority accorded to it by the Constitution and this Act, as per necessity, with set conditions for its use and adherence, to the Chairperson, Member, Government of Nepal, State Government, official employee of any agency or Local Government","Delegation of Power: The Commission may delegate some of the powers conferred to it by the Constitution and this Act, as per necessity, with prescribed conditions for their use and adherence, to the Chairperson, Member, Government of Nepal, Provincial Government, official employee of any agency or Local Government"
समिति वा कार्यदल गठन गर्न सक्ने: आयोगसँग सम्बन्धित कुनै विशेष प्रकृतिको कार्य सम्पादन गर्ने प्रयोजनको लागि आयोगले कार्यावधि तोकी कुनै समिति वा कार्यदल गठन गर्न सक्नेछ,"May form committee or working group: The Commission may form a committee or working group with the purpose of performing specific tasks relating to the Commission, by formulating a procedure","May form committee or working group: The Commission may form a committee or working group to perform specific tasks related to the Commission, by formulating a procedure"
"""लेखापरीक्षण समिति” भन्नाले दफा ६० बमोजिमको लेखापरीक्षण समिति सम्झनु पर्छ",“Audit Committee” means the Audit Committee as referred to in section 60,"""Audit Committee"" means the Audit Committee as referred to in Section 60"
"असल नियतले गरेको कामको बचाउ: आयोगका पदाधिकारी, कर्मचारी वा आयोगले खटाएको कुनै पनि व्यक्तिले यस ऐन वा यस ऐन अन्तर्गत बनेका नियमहरू बमोजिम असल नियतले गरेको कुनै काम कारबाहीका सम्बन्धमा निजहरू उपर कुनै कानूनी कारबाही चलाइने छैन","Protection of the action taken in Good Faith: No legal proceedings shall be initiated against the Members of the Commission, employees or any person deputed by the Commission for any action performed under this Act or rules framed under this Act, in good faith","Protection of the action taken in Good Faith: No legal proceedings shall be initiated against the Members of the Commission, employees or any person deputed by the Commission for any action performed under this Act or Rules framed under this Act, in good faith"
उपदफा को खण्ड मा जुनसुकै कुरा लेखिएको भए तापनि प्रदेश वा स्थानीय तहबाट सञ्चालन वा प्रशासन हुने कुनै विषयमा कानून बमोजिम प्रशासनिक दण्ड जरिवानाको व्यवस्था गर्न सकिनेछ ।,Matters concerning residuary powers.,"Notwithstanding anything contained in clause of sub-section , provisions may be made for administrative punishment and fine in any matter operated or administered by the Province or Local Level, as per the law."
