source,reference,hypothesis
"पारस्परिक कानूनी सहायता प्राप्त गर्न विदेशी राज्यलाई अनुरोध गर्नु पर्ने : दफा ७, ८, ९,१०,११,१२ वा १३ बमोजिम पारस्परिक कानूनी सहायताको लागि लेखी आएमा केन्द्रीय अधिकारीले त्यस्तो कानूनी सहायता प्राप्त गर्न कूटनैतिक माध्यम मार्फत विदेशी राज्य समक्ष अनुरोध गर्नु पर्नेछ","Request to be made to foreign state for obtaining mutual legal assistance: If the Central Authority receives a request for mutual legal assistance under Sections 7, 8, 9, 10, 11, 12 or 13, it must request, through the diplomatic channel, the foreign state for the provision of such mutual legal assistance","Request to be made to the foreign state for mutual legal assistance: If a request is received for mutual legal assistance pursuant to Sections 7, 8, 9, 10, 11, 12 or 13, the Central Authority shall make a request through the diplomatic channel to the foreign state for such legal assistance"
सूचना दिनेलाई पुरस्कारः यस ऐन बमोजिमको कसुर गरेको छ वा गर्न लागेको छ भन्ने कुराको सूचना दिने व्यक्तिले दिएको सूचना बमोजिम अनुसन्धान भई दायर भएको मुद्दाको अन्तिम किनारा लागेपछि असूल भएको बिगो रकमको दश प्रतिशत वा दश लाख रूपैयाँमध्ये जुन कम हुन्छ सोही रकम त्यस्तो व्यक्तिलाई पुरस्कार दिइनेछ,"Reward to informant: After eventually settling the case filed upon being investigated as per the information provided by the person who provides information that the offence has been or is going to be committed, such a person shall be rewarded with the ten percent of the claimed amount recovered or one million rupees, whichever is the lesser","Award for notifying: After taking into consideration the final aspects of the case being investigated pursuant to the information given by the person notifying that an offence has been committed or is about to be committed pursuant to this Act, such person shall be awarded the same amount of the ten percent or one hundred thousand rupees that is the lesser of the amount involved in the offence"
जिल्ला न्यायाधीशको पदपूर्ति सम्बन्धी व्यवस्था : न्याय परिषदले जिल्ला अदालतमा रिक्त न्यायाधीशको पद संविधानको धारा १४९ को उपधारा बमोजिम पूर्ति गर्नेछ,Provision of Fulfillment of Vacancy of District Judge: The Judicial Council shall fulfill the vacant post of the Judge of District Court in accordance with Sub-Article of Article 149 of the Constitution,Provisions Relating to Fulfillment of Post of District Judge: The Judicial Council shall fulfill the vacant post of District Judge in accordance with Sub-Article of Article 149 of the Constitution
"प्राथमिक पूँजी” भन्नाले बैङ्क वा वित्तीय संस्थाको चुक्ता पूँजी, शेयर प्रिमियम, फिर्ता नहुने अग्राधिकार शेयर, साधारण जगेडा कोष र सञ्चित नाफा-नोक्सान शीर्षकमा रहेको रकम सम्झनु पर्छ र सो शाब्दले राष्ट्र बैङ्कल समय समयमा प्राथमिक पूँजी भनी तोकिदिएको अन्य शीर्षकमा रहेको कोष वा रकम समेतलाई जनाउँछ","“Primary Capital” means and includes the funds of a bank or financial institution listed under such headings as the paid-up capital, share premium, non-redeemable preference shares, general reserve fund and accumulated profit and loss, and also such other funds listed under other headings as may be prescribed as primary capital by the Rastra Bank from time to time","""Primary Capital"" means and includes the paid up capital, share premium, non-returnable preferential shares, general reserve fund and amounts deposited under the prescribed profit and loss headings of a bank or financial institution, and also the fund or amounts deposited under other headings as prescribed by the Rastra Bank as the primary capital from time to time"
कुन अधिकार बमोजिम कुनै सम्पत्ति धारण गरेको कारण देखाउने अदालतको आदेश । (अचल सम्पत्तिको स्वामित्वको सन्दर्भमा ।),By what right.,An order of the court showing by what authority he possessed any property.
ऐन कार्यान्वयन मापन: यो ऐन प्रारम्भ भएको पाँच वर्ष पूरा भएको एक वर्षभित्र र त्यसपछि प्रत्येक पाँच वर्षपछिको एक वर्षभित्र मन्त्रालयले ऐन कार्यान्वयनको मापन गर्नेछ र सोको प्रतिवेदन सङ्घीय संसदको दुवै सदनको सम्बन्धित समितिमा पेश गर्नु पर्नेछ,"To evaluate implementation of Act: Within one year after the entry into force of this Act, and then within one year in every five years, the Ministry shall evaluate the implementation of this Act and present a report to the respective committees of both Houses of the Federal Parliament",Implementation of the Act to be measured: The Ministry shall measure the implementation of the Act within one year after the completion of five years of the commencement of this Act and within one year after each five years and a report thereof shall be submitted to the concerned committee of both Houses of the Federal Parliament
ठूलो क्षति । (कयौं बहसहरुमा प्रयोग हुने शब्द),To the great damage. (a frequent term in divers pleadings),Gross loss.
यस-“दफा बमोजिम आपतकालीन खाद्य तथा पोषण सहायता उपलब्ध गराउने कार्यको संयोजन तोकिएको निकायले गर्नेछु ।,The prescribed body shall coordinate the functions of providing emergency food and nutrition support pursuant to this Section.,The prescribed body shall coordinate the acts of providing emergency food and nutrition support pursuant to this Section.
"जसले निषेध गर्न सक्ने नहुँदा पनि काम निषेध गर्दैन, निजले त्यस्तो काम गर्न स्वीकृति दिएको मानिन्छ ।","One who does not forbid that, which he can forbid, is deemed to assent. (One who does not prevent (prohibit) what he can prevent, is regarded as assenting.)","One who does not prohibit when he cannot, is deemed to have granted permission."
अपाङ्गता भएका व्यक्तिलाई नेपाल सरकारले तोकिदिए बमोजिमका शैक्षिक संस्थाद्वारा निःशुल्क रूपमा उच्च शिक्षा उपलब्ध गराउनेछ ।,The educational institutes as prescribed by the Government of Nepal shall provide free higher education to the persons with disabilities.,The Government of Nepal shall provide free higher education to the persons with disabilities by the educational institutes as prescribed.
जनस्वास्थ्य विपद्को समयावधि र क्षेत्र लगायत अन्य पक्षहरूमा उपलब्ध तथ्याङ्क तथा सूचनाका आधारमा थपघट वा हटाउन सकिनेछ।,The period and zone of public health emergency including other aspects may be added or reduced or removed on the basis of available data and information.,"Additional occurrences or removals may be made on the basis of the data and information available to other parties, including the period and area of the public health disaster."
"बेरूजुमा कारबाही गर्नेः नेपाल सरकार, प्रदेश सरकार वा स्थानीय तहको आय-व्यय तथा अन्य रकम कलमको लेखापरीक्षण गर्दा देखिएका त्रुटि तथा बेरूजुमा सम्बन्धित निकायले कानून बमोजिम कारबाही गर्नुपर्नेछ","The concerned Rural Municipality or Municipality shall submit the report issued by the Auditor General pursuant to sub-section to, and have it discussed at, the Village Assembly or Municipal Assembly in accordance with the prevailing law of the Local Level","To take action against irregularities: The concerned body shall take action in accordance with law against the errors and irregularities found in the audit of the revenue and expenditure and other amounts of the Government of Nepal, Provincial Government or Local Level"
उपदफा बमोजिम आयोगले निर्धारण गरेको विस्तृत आधार र ढाँचा पाँच वर्षको लागि मान्य हुनेछ र आयोगले प्रत्येक पाँच वर्षमा पुनरावलोकन गरी नेपाल सरकारमा सिफारिस गर्नेछ,"The detailed bases and framework determined by the Commission pursuant to sub-section (1), shall be acceptable for five years and the Commission shall review it every five years and make a recommendation to the Government of Nepal",The detailed bases and framework as determined by the Commission pursuant to sub-section shall be valid for five years and the Commission shall review them every five years and make recommendations to the Government of Nepal
"प्रदेश तथा स्थानीय तहले बनाएको नीति, निर्देशिका र कार्यविधि सार्वजनिक रुपमा प्रकाशन गर्नु पर्नेछ।","The policy, directive and procedures framed by the Province and Local Level shall be made public by publishing it.","The policies, directives and procedures framed by the Province and Local Level shall be published publicly."
निरन्तर भोगचलनबाट सम्पत्तिको स्वामित्व कायम हुने ।,The acquisition of the right in property by continued possession. (This is the effect of the positive prescription.),To maintain the ownership of property through constant consumption.
प्रिसेडेन्सको आदेशबाट ।,From the authority of precedent.,By the order of the precedent.
"वस्तु वा सेवाको हकमा मौखिक, लिखित वा दृश्यबाट देहायका कुनै काम गर्नेः- कमसल वस्तुलाई विशिष्ठ वा गुणस्तर भएको स्तरमान","doing any of the following acts through oral, written or visual means in the case of goods or services: selling sub-standard goods by showing standard","To do any of the following acts orally, in writing or visually in the case of goods or services: High quality or standard goods"
उपदफा (१) मा जुनसुकै कुरा लेखिएको भए तापनि बिरामीको स्वास्थ्यको गम्भीरताको आधारमा स्वास्थ्य संस्थाले उपचार गर्दा प्राथमिकीकरण गर्न सक्नेछ।,"Notwithstanding anything contained in sub-section (1), a health institution may prioritize on the basis of the seriousness of the health of the patient while carrying out treatment.","Notwithstanding anything contained in sub-section (1), the health institution may make prioritization in the treatment on the basis of the seriousness of the health of the patient."
कानून बमोजिम मान्यसिंह समय कतिसम्म हुनुपर्छ भन्ने कुरा निर्धारण नभएमा न्यायाधीशको स्वविवेकमा निर्धारण हुन्छ ।,"How long a reasonable time ought to be is not defined by law, but depends upon the discretion of the judges.","When it is not determined how long the valid time shall be as per the law, it is determined at the discretion of the judge."
उपदफा बमोजिम परिषद्बाट प्राप्त प्रतिवेदन वा उपदफा बमोजिम प्राप्त विवरण वा स्पष्टीकरण अध्ययन गर्दा थप जाँचबुझ गराउन आवश्यक देखेमा मन्त्रालयले कुनै विशेषज्ञ सम्मिलित समिति वा कार्यदल मार्फत थप जाँचबुझ गराउन सक्नेछ,"While having examined the report received by the Council purauant to sub-section or the information or explanation received pursuant to sub-section (2), the Ministry shall cause to conduct a further inquiry, if necessary, through a committee or a working group of experts","While studying the report received from the Council pursuant to sub-section or details or explanations received pursuant to sub-section (1), the Ministry may, if it deems necessary to carry out additional inquiry, carry out additional inquiry through the committee or working group comprised of any expert"
प्रतिष्ठानले अपाङ्गता भएका कामदार वा कर्मचारीका लागि सहज ढङ्गले काम गर्न सक्ने व्यवस्था मिलाउनु पर्नेछ ।,An enterprise shall make provision that workers or employees with disabilities can work in an easy manner.,The enterprise shall make arrangements for the employees or employees with disabilities to work easily.
"सजाय : कसैले दफा २५ अन्तर्गत कसूर मानिने कुनै काम गरे वा गराएमा कसूरको मात्रा हेरी देहाय बमोजिम सजाय हुनेछ :- खण्ड (क), (ख), (ग), र बमोजिमको कसूर गर्ने वा गराउनेलाई छ महिनासम्म कैद वा पचास हजार रुपैयाँसम्म जरिबाना वा दुवै सजाय, खण्ड र बमोजिमको कसूर गर्ने वा गराउनेलाई तीन महिनादेखि छ महिनासम्म कैद र पचास हजार रुपैयाँसम्म जरिबाना","Punishment: If one commits, or causes to be committed, any act that is deemed to be the offence as referred to in Section 25, one shall be liable to the following punishment according the gravity of the offence: Imprisonment for a term not exceeding six months or fine not exceeding fifty thousand rupees or both the penalties for committing or getting committed the offence referred to in clauses (a), (b), (c), and (1)","Punishment: A person who does or causes to be done any act that is deemed to be an offence under Section 25 shall be liable to the following punishment, depending on the degree of the offence:- Anyone who commits or causes to be committed the offence referred to in clauses (a), (b), (c), and shall be liable to the punishment of imprisonment for a term not exceeding six months or a fine not exceeding fifty thousand rupees or both punishments, Anyone who commit"
यो ऐन तुरुन्त प्रारम्भ हुनेछ,""" This Act shall commence immediately",This Act shall come into force immediately
"सजाय : दफा ५२ बमोजिमको कसुरमा देहाय बमोजिम सजाय हुनेछ:- खण्ड र बमोजिमको कसूर गरेमा दश लाख रुपैयाँ जरिबाना वा दुई वर्षसम्म कैद वा दुवै सजाय, खण्ड (ख), (घ), (ङ), (च), (छ), (ज), (झ), (ञ), (ट), (ठ), र बमोजिमको कस्र गरेमा पच्चीस हजारदेखि पचास हजारसम्म जरिबाना, खण्ड बमोजिमको कसुर गरेमा पचासहजार रूपैयाँसम्म जरिवाना वा एक वर्षसम्म कैद वा दुवै सजाय, खण्ड बमोजिमको कसूर गरेमा विज्ञापन प्रशारण गर्नेलाई दश हजार रुपैयाँ जरिबाना ।","Punishment: Punishment shall be imposed as follows for the offence referred to in Section 52: If the offence referred to in clauses and is committed, a fine of one million rupees or imprisonment for a term not exceeding two years or both, If the offence referred to in clauses (b), (d), (e), (f), (g), (h), (i), (), (k), (1), and is committed, a fine from twenty-five thousand up to fifty thousand rupees, If the offence referred to in clause is committed, fine up to fifty thousand rupees or imprisonment for a term not exceeding one year or both, If the offence referred to in clause is committed, a fine of ten thousand rupees is to be imposed on the person who broadcasts the advertisement.","Punishment: The offence referred to in Section 52 shall be punished as follows: If the offence referred to in clauses and is committed, a fine of one hundred thousand rupees or imprisonment for a term not exceeding two years or both punishments, If the offence referred to in clauses (b), (d), (e), (f), (g), (j), (i), (j), (j), (t), (h), and is committed, a fine of twenty-five thousand rupees to fifty thousand"
"उपदफा बमोजिमको शिक्षा प्रदान गर्नको लागि सञ्चालन गरिने गुरुकुल, गुम्बा वा मदरसा सम्बन्धित स्थानीय तहमा दर्ता गर्नु पर्नेछ","The Gurukul, Gumba or Madarsa to be operated for providing education referred to in sub-section shall be registered in the Local Level concerned","The Gurukul, Gumba or Madarsa to be operated for the provision of education referred to in sub-section shall have to be registered at the concerned Local Level"
उपदफा बमोजिम तोकिएको अधिकारीले यस ऐन बमोजिमको कार्य सम्पादन गर्नेछ,The authority in accordance with sub-section shall execute functions in accordance with the provisions of this Act,The authority prescribed pursuant to sub-section shall perform the functions referred to in this Act
“निजी लगानीका विद्यालय” भन्नाले निजी लगानीमा स्थापना वा सञ्चालन भएको विद्यालय सम्झनु पर्छ र सो शब्दले यो ऐन प्रारम्भ हुँदाका बखत कायम रहेको संस्थागत विद्यालयलाई समेत जनाउँछ,"""School with private investment"" means a school that is established or operated with private investment, and this terms also includes any institutional school existing at the time of the commencement of this Act","""Private-financed school"" means a school established or operated with private investment, and this term also includes an institutional school which existed at the time of the commencement of this Act"
"नेपाल सरकारले अपाङ्गता भएका व्यक्तिले प्रयोग गर्ने सहायक साधन, उपकरण वा औजार, अपाङ्गमैत्री सवारी साधन तथा अपाङ्गता भएका व्यक्तिको शिक्षा, तालिम वा स्वरोजगारका लागि प्रयोग हुने मालसामान, यन्त्र, पाटपूर्जा तथा कच्चा पदार्थमा प्रचलित कानून बमोजिम भन्सार, अन्तःशुल्क, स्थानीय कर वा अन्य दस्तुर सम्पूर्ण वा आंशिक रूपमा छुट दिन सक्नेछ ।","The Government of Nepal may provide full or partial exemption from customs, excise duties, local tax or other fees, in accordance with the prevailing law, to the assistive devices, equipment or tools to be used by the persons with disabilities, disability friendly motor vehicles and goods, machines, spare parts and raw materials that are used for education, training or self-employment of the persons with disabilities.","The Government of Nepal may grant partial or full exemption from customs, internal duties, local tax or other levies on assistive devices, equipment or tools to be used by the persons with disabilities, disability friendly vehicles and goods, equipment, footwear and raw materials to be used for education, training or self-employment of the persons with disabilities, in accordance with the prevailing laws."
परिच्छेद-६,Chapter-6,Chapter-6
ब्यक्तिगत ।,To the person.,To the person.
उत्तराधिकार प्राप्त गर्ने । ( उत्तराधिकार प्राप्त गर्ने र उत्तराधिकार लिन ),Entering on an inheritance. (The succession or taking up a succession and that whether in several estates of things).,To inherit.
यस ऐन बमोजिमको बेरोजगार सहायता वा निर्वाह भत्ता प्राप्त गर्न झुट्टा विवरण पेश गरेमा।,Submission of false description to obtain the unemployment support or livelihood allowance referred to in this Act.,If false details are submitted in order to get the unemployment support or livelihood allowance referred to in this Act.
त्यसरी सूचना प्राप्त हुनासाथ आयोगको सचिवले त्यसको जानकारी सबै सदस्यलाई दिनेछ र सो विषय आयोगको कार्यसूचीमा परेको मानिनेछ,"Upon receipt of such information, the Secretary of the Commission shall notify all members and such issues shall be considered to have been included in the list","Upon receipt of such information, the Secretary of the Commission shall notify all members and such issues shall be considered to have been included in the list"
बिद्यालय बा शिक्षण संस्था सञ्चालन गर्नु पर्ने दफा २८ को उपदफा बमोजिमको विद्यालय वा शिक्षण संस्था जुन समुदायबाट स्थापना गरिएको हो सोही समुदायबाट सञ्चालन र व्यवस्थापन गर्नु पर्नेछ,To operate school or teaching institute: The school or teaching institute referred to in sub-section of Section 28 shall be operated and managed by the same community which has established it,The school or teaching institution to be operated as a school or teaching institution pursuant to sub-section of Section 28 shall be operated and managed by the community from which it was established
बाँझो भूमिको प्रभावकारी व्यवस्थापन गर्न अन्य आवश्यक काम गर्ने वा गराउने ।,"To perform, or cause to be performed such other functions as required to manage the fallow lands effectively.","To do, or cause to be done, other necessary acts in order to manage waste land effectively."
अटिज्म सम्बन्धी अपाङ्गता : जन्मजात नशा वा तन्तुको विकास र सोको कार्यमा आएको समस्या भएको व्यक्ति ।,Classification of disabilities on the basis of severity of disability: Profound disability: A person who is in such a condition that he or she has difficulty with performing his or her day-to-day activities even with continuous support of others.,Disability related to autism: A person with an innate disorder or problem in the development of the organs or tissues.
उपदफा बमोजिम कम मोल वा नउठ्ने भन्ने ठहराएको पूँजी लगानी बुझी लिनु अगावै नेपाल सरकारलाई त्यस्तो पूँजी लगानीको यथार्थ विवरण अवस्था बजार भाउले मूल्याङ्गन गरी कोषले प्रतिवेदन पेश गर्नु पर्छ ।,"Prior to receiving the capital, investment as held to be of lesser value or unrecoverable pursuant to Sub-section (2), the Fund shall give a report indicating the actual statements, condition of such capital, investment and valuation thereof according to the market value, to the Government of Nepal.","The Fund shall submit a report to the Government of Nepal before taking into account the capital investment deemed to be of low return or likely to be of low return pursuant to sub-section (1), by measuring the actual details of such capital investment by the market rate."
बालबालिकाको उमेर कायम गर्ने आधारः बालबालिकाको उमेर कायम गर्दा देहायका कुरालाई आधार मानिनेछ :- अस्पतालबाट जारी भएको बालबालिकाको जन्मदर्तामा उल्लिखित जन्म मिति,"Basis for determining children’s age: While determining the age of a child, the following matters shall be taken as the basis: The date of birth recorded in the child’s birth registration issued by the hospital","Base for maintaining age of child: While maintaining the age of a child, the following matters shall be considered as the basis:- Birth date as mentioned in the birth register of the child issued by the hospital"
यस ऐन बमोजिम हुने : यस ऐनमा लेखिएका कुरामा यसै ऐन बमोजिम र अन्यमा प्रचलित नेपाल कानून बमोजिम हुनेछ,This Act to prevail: The matters set forth herein shall be governed by this Act and the other matters by the prevailing laws of Nepal,This Act to prevail: The matters contained in this Act shall be governed by this Act and the other matters shall be governed by the prevailing Nepal law
दफा १५ बमोजिम पारस्परिक कानूनी सहायताको लागि गरिएको अनुरोधको आधारमा विदेशी राज्यले म्याद वा न्यायिक लिखत तामेल गर्न इन्कार गरेमा वा त्यस्तो मुलुकले त्यस्तो व्यक्ति पत्ता नलागेको वा पहिचान हुन नसकेको कारणले म्याद वा न्यायिक लिखत तामेल नभएको जानकारी कूटनैतिक माध्यमबाट केन्द्रीय अधिकारी मार्फत अदालतलाई दिएमा त्यस्तो व्यक्ति रहे बसेको मुलुकको वा नेपालको कुनै राष्ट्रियस्तरको दैनिक समाचारपत्रमा त्यस्तो म्याद वा न्यायिक लिखतको व्यहोरा प्रकाशन गरिनेछ,"If a foreign state refuses to serve a process or judicial document on the basis of a request made for mutual legal assistance pursuant to Section 15 or such country gives information through the diplomatic channel to the Court through the Central Authority that the process or judicial document could not be served since such person was not found or identified, the contents of such process or judicial document shall be published in any national daily newspaper of the country where such person is residing or staying or of Nepal","If a foreign state refuses to serve the process or judicial document on the basis of a request for mutual legal assistance made pursuant to Section 15 or if such a country provides information through the diplomatic channel to the Court through the Central Authority that the process or judicial document has not been served due to the fact that such a person has not been identified or identified, details of such process or judicial document shall be published in a daily newspaper of the country where such a person is residing or of any national level of Nepal"
उपदफा को खण्ड बमोजिम राजिनामा दिँदा अध्यक्षले मन्त्रालय मार्फत नेपाल सरकार समक्ष र अन्य सदस्यले अध्यक्ष समक्ष दिनु पर्नेछ,"When submitting a resignation under clause of sub-section (1), the Chairperson shall send it in writing to the Government of Nepal through the Ministry and the other member shall send it in writing to the Chairperson","While submitting the resignation pursuant to clause of sub-section , the Chairperson shall submit it to the Government of Nepal through the Ministry and other Members shall submit it to the Chairperson"
"परिच्छेद-४ हिसाब किताब र त्यसको जाँच वार्षिक हिसाब: महालेखापरीक्षकले तोकिदिएको ढाँचा र तरिका अनुसार प्रत्यक साल तमाम भएको नौ महिनाभित्र अध्यक्ष, कुनै सञ्चालक वा प्रशासक र मुख्य अधिकृतको सही परेको र महालेखापरीक्षकले प्रमाणित गरेको वासलात र वार्षिक नाफा नोक्सानको विवरण कोषले नेपाल सरकारमा पेश गर्नु पर्नेछ ।","Chapter-4 Accounts and Examination thereof Annual accounts: The Fund shall submit to the Government of Nepal the balance sheet and annual profit and loss account signed by the chairperson, any director or administrator and chief office and certified by the Auditor General within Nine months after the completion of each year, in such format and manner as specified by the Auditor General.","Chapter-4 Accounts and their Inspection Annual accounts: The Fund shall submit to the Government of Nepal the balance sheet and statement of annual profit and loss as specified by the Auditor General, within nine months of the completion of each year according to the format and manner as specified by the Auditor General."
झुठो विवरण दिई नागरिकता प्राप्त गरे बापत यस उपदफा बमोजिम सजाय भएमा त्यसरी प्राप्त गरेको नागरिकता स्वत: रद्द हुनेछ,"The citizenship acquired by false representation and having penalized pursuant to this clause, the citizenship thus acquired shall be automatically cancelled","If punishment is imposed under this sub-section for acquiring citizenship by giving false details, the citizenship so acquired shall be automatically cancelled"
उपदफा बमोजिम गठित उपसमिति वा कार्यदलको कार्य शर्त समितिले तोकिदिए बमोजिम हुनेछ।,The terms of reference of the sub-committee or task force formed pursuant to sub-section shall be as specified by the Committee.,The terms and conditions of operation of the sub-committee or working group constituted pursuant to sub-section shall be as prescribed by the Committee.
"राज्यको दायित्वः विशेष संरक्षणको आवश्यकता भएका बालबालिकाको पालनपोषण, संरक्षण, स्वास्थ्य र शिक्षा लगायतका आधारभूत आवश्यकताको व्यवस्था गर्न राज्यले उपलब्ध स्रोत साधनको आधारमा आवश्यक व्यवस्था मिलाउनेछ","OQbligation of the State: The State shall make necessary arrangement for the basic needs including maintenance, protection, health and education of children in need of special protection, on the basis of the available means and resources","Responsibility of the State: The State shall make necessary arrangements, on the basis of available resources and means, to provide the basic necessities including maintenance, protection, health and education of the children requiring special protection"
"लक्षित समृहहरूका लागि विशेष सामाजिक सुरक्षा तथा कार्यक्रमहरू : महिला, बालबालिका, किशोर किशोरी, दलित, शहीद परिवार र नेपाल सरकारले तोकेका अन्य लक्षित समूहहरूका लागि विशेष सामाजिक स्वास्थ्य सुरक्षाका कार्यक्रमहरू कार्यान्वयन गर्न स्थानीय तह तथा प्रदेश सरकारले आवश्यक व्यवस्था मिलाउनु पर्नेछ।","Special social security and programs for target groups: The Local Level and Provincial Government shall make necessary arrangements to implement the programs for special social health security for the women, children, adolescents, Dalits, martyrs' families, and other targeted groups as prescribed by the Government of Nepal.","Special social security and programs for the targeted population: The Local Level and Provincial Government shall make necessary arrangements to implement special social health security programs for the women, children, teenagers, Dalits, martyrs and other targeted groups as prescribed by the Government of Nepal."
"उपदफा बमोजिमको वार्षिक प्रतिवेदनमा अन्य विषयको अतिरिक्त देहायका विषय समेत समावेश गर्नुपर्नेछ:- आयोगको वार्षिक कार्यक्रमको कार्यान्वयनको विवरण तथा लागत खर्च, आयोगले नेपाल सरकार वा अन्य कुनै निकायलाई दिएको सिफारिस तथा सुझावको विवरण, खण्ड बमोजिमको सिफारिस तथा सुझाव कार्यान्वयनको अवस्था, आयोगको आर्थिक तथा भौतिक स्रोत साधन तथा त्यसको उपयोगको अवस्था, यस ऐन बमोजिम आयोगले पूरा गर्नुपर्ने दायित्व निर्वाहका सम्बन्धमा गरिएको अन्य काम कारबाहीको विवरण","The report made pursuant to sub-section shall inter-alia, include the following matters, in addition to other details: Details of implementation of annual programs of the Commission and expenses incurred, Details of suggestions, recommendations given by the Commission to Nepal Government or any other agency, The status of the implementation of the suggestions, recommendations given in accordance to clause, Situation of physical and economic resources of the Commission and their utilization, Details of other activities performed by the Commission in course of fulfilling the responsibilities required of the Commission, in accordance to this Act","The report made pursuant to sub-section shall inter-alia, include the following matters, in addition to other details: Details of implementation of annual programs of the Commission and expenses incurred, Details of suggestions, recommendations given by the Commission to Nepal Government or any other agency, The status of the implementation of the suggestions, recommendations given in accordance to clause, Situation of physical and economic resources of the Commission and their utilization, Details of other activities performed by the Commission in course of fulfilling the responsibilities required of the Commission, pursuant to this Act"
"सञ्चालकको अयोग्यता : बैङ्क वा वित्तीय संस्थाको सञ्चालक हुन देहायको व्यक्ति योग्य हुने छैन :- २४१ वर्ष उमेर पूरा नभएको, मगज बिग्रिएको वा मानसिक सन्तुलन ठीक नभएको, नेपालभित्र वा विदेशमा कर्जा तिर्न नसकी साहुको दामासाहीमा परेको, नेपालभित्र वा विदेशमा बैङ्क वा वित्तीय संस्थासँगको कुनै कारोबारमा कालोसूची वा डिफल्टरमा परी सो कालोसूची वा डिफल्टरबाट फुकुवा भएको मितिले कम्तीमा तीन वर्ष पूरा नभएको, बैङ्क वावित्तीय संस्था वा कुनै पनि प्रकारको निक्षेप संकलन गर्ने तथा बिमा सम्बन्धी व्यवसाय सञ्चालन गर्ने संगठित संस्थाको बहालवाला सञ्चालक वा कर्मचारी, सम्बन्धित बैङ्क वा वित्तीय संस्थाको क्रणी वा बहालवाला लेखापरीक्षक वा सल्लाहकार वा बैङ्क वा वित्तीय संस्थासँग कुनै किसिमको ठेक्का पट्टामा हिस्सेदार रहेको वा निजी स्वार्थ रहेको व्यक्ति, फर्म र कम्पनी, धितोपत्र व्यवसायीको रुपमा कार्य गर्न धितोपत्र बजारको सदस्यता प्राप्त गरेको वा मर्चेण्ट बैङ्कर, इजाजतपत्र प्राप्त संस्थाको सञ्चालकमा बहाल रहेको व्यक्ति, शेयर स्वामित्वका कारणले सञ्चालक हुन सम्बन्धित बैङ्क वा वित्तीय संस्थाको नियमावली बमोजिम सञ्चालक हुनको लागि लिनुपर्ने न्यूनतम शेयर नलिएको व्यक्ति, नेपाल सरकार वा नेपाल सरकारको स्वामित्व प्राप्त संगठित संस्था वा राष्ट्र बैङ्क वा बैङ्क वा वित्तीय संस्थाको बहालवाला कर्मचारी, तर नेपाल सरकार वा नेपाल सरकारको स्वामित्व प्राप्त संस्थाले शेयर खरिद गरेको वा राष्ट्र बैङ्क वा बैङ्क वा वित्तीय संस्थाले शेयर खरिद गरेको लघुवित्त संस्था वा पूर्वाधार विकास बैङ्कमा सञ्चालक मनोनित गर्न यस व्यवस्थाले बाधा पुन्याएको मानिने छैन","Disqualification of Directors: The following persons shall not be eligible to become a Director of the a bank or financial institution:- If he or she has not attained the age of 25 years, If he or she is of unsound mind or insane, If he or she has been declared bankrupt in Nepal or abroad for being unable to pay debt, If he or she has been blacklisted or declared a defaulter in connection with any transaction with any bank or financial institution in Nepal or in abroad, and a period of at least three years has not been lapsed after removal of his\her name from the blacklist or list of defaulter, An incumbent Director or an employee of any corporate body carrying out transactions of a bank or financial institution or any institution collecting any type of deposits or carrying out transactions relating to insurance, A borrower or an incumbent auditor or an advisor of the concerned bank or financial institution or a person, firm or company who/which is a partner in any kind of contract with the concerned bank or financial institution or having personal interests, Who has acquired the membership of the Stock Exchange to act as a securities broker or a merchant banker, Incumbent Director of a licensed bank or financial institution, A person, who has not subscribed to the minimum number of shares required to subscribe to be eligible for appointment as a Director pursuant to the Articles of Association of a bank or financial institution, Gj) Incumbent employee of the Government of Nepal, or a corporate body having ownership of the Government of Nepal, or Rastra Bank or of a bank or financial institution, Provided that nothing in this clause shall prevent from nominating a Director in a micro-finance institution or infrastructure development bank, of which share has been purchased by the Government of Nepal or an institution having under the ownership of the Government of Nepal or Rastra Bank or bank or financial institution","Disqualifications of Directors: The following persons shall not be qualified to be Directors of a bank or financial institution:- Not having attained the age of 241 years, Having suffered brain damage or mental imbalance, Having been subjected to the mortgage of a creditor who has not been able to repay credit within Nepal or abroad, Not having attained the age of at least 3 years from the date of being released from the blacklist or deferral in any transaction with a bank or financial institution within Nepal or abroad,"
